SIREN,Date création établissement,Code APE,Adresse,Nom société 1,Nom société 2,Nom société 3,Nom société 4,Nom société 5,Prénom contact,Nom contact,Code postal,Ville,Téléphone,Email
﻿478455793,2019-11-20,," RUE ROSA LUXEMBURG,  ",BOULANGERIES BG,B B G,,,BOULANGERIE MARIE BLACHERE,,,25110,BAUME-LES-DAMES,381267625,baume.les.dames@marieblachere.fr
﻿478455793,2021-02-03,," RUE CHEVRU,  ESPACE DU MONT RIVEL",BOULANGERIES BG,B B G,,,BOULANGERIE MARIE BLACHERE,,,39300,CHAMPAGNOLE,,
﻿478455793,2021-09-06,," RUE D EPINAL,  ",BOULANGERIES BG,B B G,,,BOULANGERIE MARIE BLACHERE,,,25600,SOCHAUX,,
﻿478893985,2020-11-01,," RUE PAUL EDOUARD DUBIED,  PARC D'ACTIVITES DES GRAVILLIERS",SARL VERDANT MARC,,,,MARC VERDANT,,,25300,PONTARLIER,381390925,marc.verdant@icloud.com
﻿479088528,2018-01-08,1052ZZ,"4 RUE ALBERT THOMAS,  ",ERHARD PATISSIER GLACIER,EPG,,E.V.T.,,,,25000,BESANCON,,
﻿482340973,2018-02-07,,"1 RUE DES RUCHOTTES,  ",COTE BOULANGE,,,BOULANGERIE DE MARIE BLACHERE,BOULANGERIE MARIE BLACHERE,,,21121,AHUY,380711551,ahuy@bgmarie.com
﻿482340973,2018-12-05,,"40 RUE DE PONTARLIER,  ",COTE BOULANGE,,,BOULANGERIE DE MARIE BLACHERE,BOULANGERIE MARIE BLACHERE,,,25600,SOCHAUX,381361438,sochaux@bgmarie.com
﻿482340973,2021-01-27,,"  ZAC DE CHANTRANS,  ",COTE BOULANGE,,,BOULANGERIE DE MARIE BLACHERE,BOULANGERIE MARIE BLACHERE,,,39570,MONTMOROT,,
﻿482340973,2022-05-22,,"20 RUE BLAISE PASCAL,  ",COTE BOULANGE,,,BOULANGERIE DE MARIE BLACHERE,BOULANGERIE MARIE BLACHERE,,,25000,BESANCON,,
﻿483922811,2014-04-24,,"6 AV DE FRANCHE COMTE,  ",SARL RACINE LAURENCE ET CHRISTOPHE,,,LA GOURMANDISE DE CADET ROUSSEL,BOULANGERIE RACINE,,,39270,ORGELET,384251914,boulangerie-racine@orange.fr
﻿483922811,2021-05-31,1071CA,"7 PL DE L'EGLISE,  ",SARL RACINE LAURENCE ET CHRISTOPHE,,SARL BOULANGERIE RACINE,LA GOURMANDISE DE CADET ROUSSEL,SARL BOULANGERIE RACINE,,,39240,ARINTHOD,,
﻿487429144,2015-02-27,1071CB,"5 RUE DU COMMANDANT ROLLAND,  ",LE FOURNIL DE MON PERE,,LE FOURNIL DE MON PERE,,,,,25310,HERIMONCOURT,381357102,aufournildemonpere25@gmail.com
﻿488296989,2018-10-05,1071CA,"1 RTE DE DIJON,  ",,,,,JAYE ARTISAN - BOULANGER,FRANCK,JAYE,21170,SAINT-USAGE,,
﻿489725085,2015-02-28,1071CB,"123 RUE DE BELFORT,  ",SARL COLNEY DIDIER,,,,,,,25000,BESANCON,,
﻿489725085,2015-02-28,1071CB,"11 RTE NATIONALE,  ",SARL COLNEY DIDIER,,,,,,,25220,ROCHE-LEZ-BEAUPRE,,
﻿490093473,2015-06-17,,"24 RUE DU GENERAL DE GAULLE,  ",SARL BRUMA,,BOULANGERIE PATISSERIE FABIEN BRUCKERT,BOULANGERIE PATISSERIE FABIEN BRUCKERT,TENDRE ET CRAQUANT,,,21760,LAMARCHE-SUR-SAONE,,
﻿490093473,2021-08-11,1071CB,"19 RUE DU 8 MAI 1945,  ",SARL BRUMA,,LA ROMANE,BOULANGERIE PATISSERIE FABIEN BRUCKERT,LA ROMANE,,,21270,PONTAILLER-SUR-SAONE,,
﻿490953924,2020-02-18,,"2 RUE DE NEUFCHATEL,  ",GOY PERRENOUD,,,BOULANGERIE GOY REMI,,,,25500,MONTLEBON,,
﻿491002903,2018-08-01,,"7 RUE MONTALEMBERT,  ",BOULANGERIE MILLARDET,,,,,,,25120,MAICHE,,
﻿491755229,2016-09-01,1071CB,"31 AV CHARLES DE GAULLE,  ",L'AMI D'PAIN,,,,,,,25460,ETUPES,,
﻿493483481,2017-03-01,,"13 AV CARNOT,  ",EURL BERT,,LA FESTIVAL,,LA FESTIVAL,,,25000,BESANCON,,
﻿494494289,2022-08-01,,"21 RUE DE L ABBAYE,  ",,,,,LE FOURNIL DE FLAVIGNY,KATHERINE,HOUCHIN,21150,FLAVIGNY-SUR-OZERAIN,,
﻿494618770,2014-02-28,,"7 CHE DE PRABEY,  ZAC CHATEAUFARINE",LE CHATEAU DE FARINE,,,,,,,25000,BESANCON,,
﻿495145781,2020-08-01,1071CB,"44 GR DU HAUT,  ",B.B.G.,,LA MANUFACTURE DU PAIN,,LA MANUFACTURE DU PAIN,,,21410,FLEUREY-SUR-OUCHE,,
﻿497737742,2017-09-01,,"31 RUE PASTEUR,  ",BOULANGERIE PATISSERIE PIMOUSSE,,LA BAGUETTE PIMOUSSE,,,,,21000,DIJON,,
﻿498138742,2015-11-01,1071CB,"65 AV EDOUARD HERRIOT,  ",BOULANGERIE PATISSERIE CHAGROT,,,,,,,39300,CHAMPAGNOLE,384520814,chaletsalaferme.jura@orange.fr
﻿498138742,2019-10-28,1071CB,"5 RUE DE FRASNE,  ",BOULANGERIE PATISSERIE CHAGROT,,MAISON CHAGROT,,MAISON CHAGROT,,,39250,MIGNOVILLARD,,
﻿498334085,2014-04-09,1071CB,"33 RTE DE SEURRE,  ",BOULANGERIE COEUR DE PAINS,,,,,,,21200,BEAUNE,,
﻿498334085,2020-10-30,1071CB,"3 RUE LUCIEN PERRIAUX,  ",BOULANGERIE COEUR DE PAINS,,,,,,,21200,BEAUNE,,
﻿498586379,2015-06-30,1071CB,"37 AV DE L ARMEE DE L EST,  ",AUX DOUX FOURNILS,,LE FOURNIL DE MORTEAU - LE FOURNIL DU LAC - LE FOURNIL DU LARMONT - LE FOURNIL SAONOIS,,,,,25300,PONTARLIER,,
﻿498586379,2021-12-31,1071CB,"15 RUE DE L HELVETIE,  ",AUX DOUX FOURNILS,,,,,,,25500,MORTEAU,381670203,lefournildemorteau@orange.fr
﻿498586379,2022-01-01,1071CB,"10  GRANDE RUE,  ",AUX DOUX FOURNILS,,,,,,,25660,SAONE,,
﻿499258697,2019-02-15,1071CB,"38 RUE LOUIS LE GRAND,  ",GANDROZ,,,,,,,39140,BLETTERANS,384851218,deigle@laposte.net
﻿500140082,2017-08-10,1071CB,"14 RTE DE GRAY,  ",SARL DESCHAMPS-JEANGUYOT,,MAISON DESCHAMPS,,MAISON DESCHAMPS,,,25000,BESANCON,,
﻿500334602,2022-07-01,1071CA,"7 PL DE LA FIDELITE,  ",AUX PAINS D'AURELE,,AUX PAINS D'AURELE,AUX PAINS D'AURELE,,,,39230,SELLIERES,,
﻿500372115,2017-08-01,1071CB,"81  81 GRANDE RUE,  ",LLORENS,,BOULANGERIE LLORENS,,,,,39190,COUSANCE,,
﻿507810885,2020-12-15,,"12 RUE DU TERTRE,  ",JUIN & EISENHOWER,,,,,,,39380,NEVY-LES-DOLE,,
﻿508545829,2018-07-05,,"29 QUAI VEIL PICARD,  ",SARL FLOREVA,,,FLOREVA,,,,25000,BESANCON,,
﻿509594115,2014-08-01,,"1 AV MARECHAL FOCH,  ",OLEA,,,,MAISON ROGER,,,21000,DIJON,,
﻿511951964,2017-11-23,,"577 CRS DE GRAY,  ",BOULANGERIE FAMILIALE OUDOT,,,,,,,21850,SAINT-APOLLINAIRE,,
﻿511951964,2019-11-12,1071CA,"  LES HALLES CENTRALES,  STAND 26D",BOULANGERIE FAMILIALE OUDOT,,,,,,,21000,DIJON,,
﻿512836792,2014-10-06,1071CB,"10 RTE DE TORPES,  ",SARL GOURMANDISES DU FOURNIL,,,,,,,25320,GRANDFONTAINE,,
﻿513633909,2016-03-31,1071CB,"59  GRANDE RUE,  ",BOULANGERIE DES TILLEROYES,,AUX PETITS DELICES,BOULANGERIE DES TILLEROYES,AUX PETITS DELICES,,,25170,RECOLOGNE,,
﻿514983394,2015-08-07,1071CB," PL DU BEL-AIR,  ",L'EPI DU FAUBOURG,,,,,,,39330,MOUCHARD,,
﻿514983394,2022-05-01,1071CB,"25 RUE DE LA REPUBLIQUE,  ",L'EPI DU FAUBOURG,,LA MI DO RE,,,,,39110,SALINS-LES-BAINS,,
﻿518903513,2019-04-26,1071CA,"1  VOIE DES AGASSES,  ",ALIALYS,,PETRIN RIBEIROU,,PETRIN RIBEIROU,,,25220,CHALEZEULE,,
﻿519337075,2014-01-30,,"36 AV DE DIJON,  ",LE FOURNIL DE L'AUBES ' PAIN,,,,,,,21150,VENAREY-LES-LAUMES,,
﻿519337075,2014-01-30,,"7 RUE ALEXIS COLIN,  ",LE FOURNIL DE L'AUBES ' PAIN,,,,,,,21150,VENAREY-LES-LAUMES,,
﻿519337075,2020-01-01,,"  RUE SAINT-PIERRE,  ",LE FOURNIL DE L'AUBES ' PAIN,,,,,,,21510,AIGNAY-LE-DUC,,
﻿521199034,2019-02-26,1071CA,"15 RUE EDME MILLOT,  ",,,,,AUX SECRETS DE FERNAND,ADRIEN,NICOLAS,21350,VITTEAUX,,
﻿524998820,2019-08-23,,"47  GRANDE RUE,  ",EURL CHEVALIER,,,,PATISSIER CHOCOLATIER CHEVALIER,,,39380,CHAMBLAY,,
﻿525351847,2018-04-16,1071CB,"14 RUE MARECHAL DE LATTRE DE TASSIGNY,  ",LE FOURNIL DE L'ISLE,,,,,,,25250,L'ISLE-SUR-LE-DOUBS,,
﻿530718352,2022-07-01,,"19 RUE DU STAND,  ",GERMAIN LE LEVAIN,,,,,,,25300,PONTARLIER,,
﻿530758333,2021-04-20,1071CB,"2 AV FRANKLIN D ROOSEVELT,  ",SARL CARRIERI,,BOULANGERIE DE STALINGRAD,,BOULANGERIE DE STALINGRAD,,,21000,DIJON,,
﻿531867745,2018-03-28,1071CB,"18 PL DU MONUMENT,  ",,,,,LES GOURMANDISES DE MOREY,DAMIEN,MANZINALLI,21220,MOREY-SAINT-DENIS,,
﻿532859733,2019-10-01,1071CA,"11 CHE DE CHENEVRE,  ",TERRE DE PAINS,,FOURNIL TERRE DE PAINS,,,,,39110,LA CHAPELLE-SUR-FURIEUSE,678155742,fournil@terredepains.fr
﻿534076971,2016-08-30,1071CA,"37 RTE NATIONALE,  ",BOULANGERIE PATISSERIE CYRIL BONDON,,,,,,,39190,BEAUFORT-ORBAGNA,,
﻿534935457,2022-09-16,,"34  GRANDE RUE,  ",JUDECHAN,,,,,,,25770,FRANOIS,,
﻿535222780,2019-06-01,1071CB,"4 RUE FAGON,  ",PATMIBELINE,,,,,,,21700,NUITS-SAINT-GEORGES,,
﻿537020034,2019-06-29,,"76 RUE RENE MARTI,  ",DEMEUSY ET CIE,,,,MAISON DEMEUSY LA TRADITION DU GOUT,,,25460,ETUPES,,
﻿537020034,2019-06-29,,"49 RUE DE BELFORT,  ",DEMEUSY ET CIE,,,,MAISON DEMEUSY LA TRADITION DU GOUT DEPUIS 1922,,,25400,AUDINCOURT,,
﻿538958232,2019-09-01,1071CB,"86 QUAI DE LA SEILLE,  ",LA TUILE GOURMANDE,,,,,,,39140,RUFFEY-SUR-SEILLE,,
﻿539194811,2014-03-20,,"17 RUE XAVIER MARMIER,  ",LES DELICES DE VENISE,,,,LES DELICES DE VENISE,,,25000,BESANCON,,
﻿751524679,2019-06-01,1071CB,"  LA MARJORIE NORD,  CENTRE COMMERCIAL",AU PAIN D'ANTAN,,AU PAIN D'ANTAN,,,,,39000,LONS-LE-SAUNIER,,
﻿751824178,2021-09-01,1071CB,"52 RUE DE VESOUL,  ",CELINE ET JONATHAN FIVEL,,,,,,,25000,BESANCON,381502784,boulangerieletoublon@wanadoo.fr
﻿751824178,2022-07-25,1071CB,"12 RUE BERSOT,  ",CELINE ET JONATHAN FIVEL,,,,,,,25000,BESANCON,,
﻿751845124,2014-09-15,1071CB,"48 GR RUE,  ",LA FRIANDINE,,,,,,,39410,SAINT-AUBIN,384701243,lepanierdefrometons@gmail.com
﻿751845124,2017-07-24,1071CB,"29 RUE DE DOLE,  ",LA FRIANDINE,,,,,,,39500,TAVAUX,,
﻿751845124,2021-07-31,1071CB,"2 RUE DE LA MILLIERE,  ",LA FRIANDINE,,,,,,,39700,ROCHEFORT-SUR-NENON,,
﻿752499038,2019-11-29,1071CB,"69 RUE DE DOLE,  ",LE PALAIS DES PAINS,,LE PALAIS DES PAINS,,ARTISAN BOULANGER PATISSIER,,,25000,BESANCON,,
﻿752649848,2017-02-07,1071CB,"5383 RUE DE LA COMBE DU PUITS,  ",CT MATHEY,,CT MATHEY,,CT MATHEY,,,25480,ECOLE-VALENTIN,,
﻿752860429,2015-05-29,1071CB,"2 PL DE LA MAIRIE,  ",SARL DENIMAL PERE ET FILS,,,,,,,21200,BLIGNY-LES-BEAUNE,,
﻿753530120,2018-02-05,1071CB,"39 RTE DE DIJON,  ",BOULANGERIE-PATISSERIE PERRIGOT,,,,,,,21110,LONGECOURT-EN-PLAINE,,
﻿788463743,2018-08-31,1071CB,"1 PL DE LA LIBERTE,  ",LA SYMPHONIE DES BLES,,SARL GANDROZ,,,,,39700,FRAISANS,,
﻿788914190,2021-03-01,1071CA,"1 PL DE LA REPUBLIQUE,  ",,,ISI PADOUCCI,,,XAVIER,FROMAGET,21210,SAULIEU,,
﻿789990892,2014-12-09,,"  24 RUE DU CHAMP GUILLAUME,  ",SOCIETE BOURGUIGNONNE DE PATISSERIE,,,,,,,21190,TAILLY,,
﻿789990892,2018-09-27,,"5 RTE DE MONCEY,  ",SOCIETE BOURGUIGNONNE DE PATISSERIE,,,,,,,25870,THUREY-LE-MONT,,
﻿790476329,2021-12-21,1071CB,"9 RUE DU BOURG,  ",,,AU FOURNIL DE MON ENFANCE,,AU FOURNIL DE MON ENFANCE,FABRICE,GUINOT,21110,LONGCHAMP,,
﻿792077745,2020-12-30,1071CB,"54  GRANDE RUE,  ",PLUS BELLE LA BOULANGERIE,,PLUS BELLE LA BOULANGERIE,,PLUS BELLE LA BOULANGERIE,,,25170,RECOLOGNE,,
﻿797723095,2017-08-24,,"35 RUE DE BELFORT,  ",J.C.E.,,,,,,,25000,BESANCON,,
﻿798463501,2014-02-17,," RUE CHARLES ANDRE REMI ARNOULT,  ",GROUPE EMILE PARISSE,,,,EMILE PARISSE,,,21700,NUITS-SAINT-GEORGES,,
﻿798463501,2018-01-08,,"3 RUE VAILLANT,  ",GROUPE EMILE PARISSE,,EMILE PARISSE,,EMILE PARISSE,,,21000,DIJON,,
﻿799075593,2014-01-03,,"32 RUE DE LA GARE,  ",A CROQUER,,,,A CROQUER,,,25800,VALDAHON,381563389,guiot.jonas@orange.fr
﻿799151774,2014-01-01,,"577 CRS DE GRAY,  ",LA ROMANE,,,,,,,21850,SAINT-APOLLINAIRE,,
﻿799151774,2014-01-01,," RUE DE LA VIGNE AUX CHIENS,  CENTRE COMMERCIAL DE LA FLEURIEE",LA ROMANE,,,,,,,21850,SAINT-APOLLINAIRE,,
﻿799606009,2017-02-21,1071CB,"52 RUE SAINT DESIRE,  ",SARL CATHIE,,,,MATHIEU PAGET,,,39000,LONS-LE-SAUNIER,,
﻿799606009,2021-09-01,1071CB,"29 RUE DU COMMERCE,  ET 31 ET 33 RUE DU COMMERCE",SARL CATHIE,,,,LA CROQUANTINE,,,39000,LONS-LE-SAUNIER,,
﻿799711445,2014-01-14,,"2 RUE FERDINAND MERCUSOT,  ",BOULANGERIE GEORGET,,,,BOULANGERIE GEORGET,,,21540,SOMBERNON,,
﻿799812847,2014-01-20,,"4 RTE NATIONALE,  ",LA FOURNEE LOSNOISE,,LA FOURNEE LOSNOISE,,LA FOURNEE LOSNOISE,,,21170,LOSNE,380290392,commerce.fm21@gmail.com
﻿799813977,2014-01-07,,"85 AV MAL DE LATTRE DE TASSIGNY,  ","SARL ""GOMEZ-JONQUET""",,,,,,,39100,DOLE,,
﻿799940580,2014-01-10,,"40 RUE DOMINIQUE ANCEMOT,  ",SAS NT.GA,,,,,,,21120,IS-SUR-TILLE,,
﻿799940580,2014-02-01,,"9  GRANDE RUE,  ",SAS NT.GA,,,,,,,21120,MARCILLY-SUR-TILLE,,
﻿799940580,2015-06-08,1071CA,"38 RUE D'AVAL,  ",SAS NT.GA,,,,CROUSTILLE PAIN,,,21120,TIL-CHATEL,,
﻿799940580,2021-09-13,1071CA,"12 RUE FRANCOIS MITTERAND,  ",SAS NT.GA,,AU FOURNIL D'ALICE ET MARIE,,AU FOURNIL D'ALICE ET MARIE,,,21120,IS-SUR-TILLE,,
﻿800013872,2014-01-23,,"11  LE BEUGNON,  ",LES PAPILLES,,,,MAISON VIENNET 1861,,,25570,GRAND'COMBE CHATELEU,,
﻿800013872,2014-02-01,,"7 RUE DES SAPINS,  ",LES PAPILLES,,,,MAISON VIENNET 1861,,,25650,GILLEY,,
﻿800040958,2014-01-24,,"3 RUE PIERRE BERCOT,  ",LES TREFLES,,,,MAISON VIENNET 1861,,,25130,VILLERS-LE-LAC,,
﻿800040958,2014-02-01,,"  LE COL DES ROCHES,  ",LES TREFLES,,,,MAISON VIENNET 1861,,,25130,VILLERS-LE-LAC,,
﻿800337685,2014-02-07,,"6 RUE ROUSSIN,  ",BOULANGERIE PATISSERIE CHEZ AURELIE ET YOHAN,,BOULANGERIE PATISSERIE CHEZ AURELIE ET YOHAN,,BANETTE,,,39260,MOIRANS-EN-MONTAGNE,384420062,yohan.marillier@orange.fr
﻿800431975,2020-01-10,1071CA,"8 RUE DE L'ECOLE,  ",,,LE CHAT DES NOISETTES,,LE CHAT DES NOISETTES,MATTHIEU,BOURGEOIS,25330,DESERVILLERS,,
﻿800552010,2014-01-22,,"56 RUE MIRABEAU,  ",LA MI DO RE,,LA MI DO RE,,LA MI DO RE,,,25220,CHALEZEULE,,
﻿800897332,2014-02-24,,"5 RUE ANDRE GLEITZ,  ",GERRIET BENJAMIN,,,,,,,39100,CHAMPVANS,,
﻿801065673,2014-04-01,,"19 RUE ARMAND ROUX,  ",AU PETIT VILLERS,,,,,,,21130,VILLERS-LES-POTS,,
﻿801432469,2014-03-10,,"46 AV GENERAL DE GAULLE,  ",LES GRANGES,,,,LE PAIN DES GRANGES,,,21130,AUXONNE,380661111,lagrangeapainauxonne@orange.fr
﻿801494717,2022-03-01,1071CB,"56 RUE DES PERRIERES,  APPT 57",,,EI LE LEVAIN LA VIE,,,LAURENCE,GAUTHIER,21000,DIJON,,
﻿801977075,2014-04-15,,"6 ALL DES GLAIEULS,  ",AU BON PAIN,,,,,,,25000,BESANCON,,
﻿801977075,2018-03-14,1071CA,"16 BD WINSTON CHURCHILL,  16-18",AU BON PAIN,,,,,,,25000,BESANCON,,
﻿801999715,2014-04-16,,"16 RTE DE BESANCON,  ",L'EPICERIE DU BORD DE L'EAU,,,,,,,25930,LODS,,
﻿802093674,2014-12-05,1071CB,"44 AV FRANCOISE GIROUD,  ",LA FABRIQUE,,LA FABRIQUE MAISON PERRIN,,LA FABRIQUE MAISON PERRIN,,,21000,DIJON,,
﻿802947671,2014-07-06,,"16 RTE DES GORGES DE NOUAILLES,  ",LA PETITE EPICERIE,,LA PETITE EPICERIE,,,,,25920,MOUTHIER-HAUTE-PIERRE,,
﻿803062868,2014-06-23,1071CB,"41  GRANDE RUE,  ",BOULANGERIE D'AGNES ET CEDRIK,,,,,,,21700,CORGOLOIN,,
﻿803090075,2014-06-01,1071CB,"1 RUE DU MIROIR,  ",,,,,DECOEUR,STEPHANE,DECOEUR,21700,COMBLANCHIEN,,
﻿803424365,2014-06-25,1071CB,"25  GRANDE RUE,  ",LE FOURNIL DE JEAN-MARC,,,,,,,25750,AIBRE,,
﻿803440189,2014-07-07,1071CB,"20 RUE CHARLES DE GAULLE,  ",VINCENT CHAVELET,,,,,,,25410,SAINT-VIT,,
﻿803663111,2017-05-01,1071CB," RUE DE LA PETITE FIN,  ",LAIDET ANTHONY,,COM'1 CHOU,,COM'1 CHOU,,,21490,SAINT-JULIEN,,
﻿803824192,2014-12-01,," PL BOSSUET,  2 RUE PIRON",APDMGP,,,,AU PAIN DE MON GRAND PERE,,,21000,DIJON,380423962,apdmgpdijon@gmail.com
﻿803824192,2014-12-01,1071CB,"2 RUE PIRON,  ANGLE DE LA PLACE BOSSUET ET DU",APDMGP,,,,,,,21000,DIJON,,
﻿803878040,2014-05-01,1071CA,"60 RUE DE SALINS,  ",KARDES & ABDUL,,KARDES & ABDUL,,,,,25300,PONTARLIER,,
﻿803923549,2014-08-01,,"70 RUE DU TRANSVAAL,  ",TANNIAO,,,,MAISON ROGER,,,21000,DIJON,,
﻿804060614,2014-07-28,1071CB,"37 RUE BERBISEY,  ",LA BOULANGE,,LA BOULANGE,,LA BOULANGE,,,21000,DIJON,380421639,laboulangeberbisey@gmail.com
﻿804085660,2014-08-17,1071CA,"4 RUE ROUTE D'AUXONNE,  ROUTE D'AUXONNE ""LA FERME DE L'AUBEPIN",,,,,,PHILIPPE,LEICHTNAM,39290,MOISSEY,,
﻿804208577,2014-08-26,1071DZ,"34  GRANDE RUE,  ",SARL GERMAIN-ROMER,,,,CLEMENT & ASTRID,,,25770,FRANOIS,,
﻿804674778,2014-09-18,1071CB,"2 GR RUE,  ",BOULANGERIE THIEROT,,,,,,,39800,BUVILLY,,
﻿804676963,2014-08-29,,"267 CRS DE GRAY,  ",BOULANGERIE TRESSE NATHALIE ET ANNE,,,,,,,21850,SAINT-APOLLINAIRE,380192911,tresse.anne@gmail.com
﻿804866838,2014-09-15,1071CB,"23  GRANDE RUE,  ",EURL FERRARI ROMAIN,,BOULANGERIE DES DEUX RIVIERES,,BOULANGERIE DES DEUX RIVIERES,,,25190,SAINT-HIPPOLYTE,,
﻿804885754,2014-09-15,1071CB,"4 RUE LOUIS BARTHOU,  ",L'ATELIER D'ANGELIQUE ET FREDERIC,,,,,,,21250,SEURRE,,
﻿805041076,2014-10-03,1071CB,"38 RUE DE LA REPUBLIQUE,  ",BOULANGERIE DE LA REP,,BOULANGERIE DE LA REP,,BOULANGERIE DE LA REP,,,21250,SEURRE,,
